"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000095913.2",-1.63769353687105,-1.52182194428852,5.75613516036805,0.0549395234645795,0.111358171183149
"ENSMUSG00000027408.8",-1.11933798633631,0.89209661761184,5.75596212020223,0.0549421713627384,0.111358171183149
"ENSMUSG00000028608.16",0.756843684359216,4.57672275972504,5.75366029949145,0.0549774109219005,0.111415948380243
"ENSMUSG00000033953.11",0.300413633285289,6.57313713247976,5.74993653578249,0.0550344850617688,0.111517955463763
"ENSMUSG00000051557.16",0.48491568958508,2.85473750908677,5.74661903896864,0.0550854005851331,0.11160745971375
"ENSMUSG00000028107.15",0.325187696902981,4.49130223656319,5.73942925468281,0.0551959675163301,0.11181770519924
"ENSMUSG00000097404.3",-1.25683577873094,-0.564351710516637,5.73899305452351,0.0552026853068587,0.11181770519924
"ENSMUSG00000004768.15",0.353688172913038,5.27649408430213,5.73754083727039,0.0552250585340763,0.111843197954191
"ENSMUSG00000017721.16",-0.285532915817222,6.36597223638849,5.73729878008607,0.0552287889335646,0.111843197954191
"ENSMUSG00000049265.9",1.59292441643466,-1.48828420850699,5.73603865443445,0.0552482145878324,0.111868845666283
"ENSMUSG00000108199.2",-1.74124338106185,-1.71806502454551,5.73552818467789,0.0552560864683456,0.111871095410708
"ENSMUSG00000002565.17",1.14956429536004,-0.793926157590268,5.73446267993573,0.0552725224040506,0.111890681211136
"ENSMUSG00000027963.15",0.432900876117165,4.98401245873121,5.73350036447505,0.0552873723381935,0.111907051997564
"ENSMUSG00000032788.16",-0.340709212410413,5.71755018694155,5.73248874471865,0.0553029889903874,0.11192497050195
"ENSMUSG00000090247.8",1.20789586043695,-0.714107383182276,5.72565127983464,0.0554086990913908,0.112125197977895
"ENSMUSG00000017764.3",0.393735269781124,3.39828138961276,5.7247501553979,0.0554226514518693,0.112132539658911
"ENSMUSG00000027175.11",-0.403652731691724,4.19513600291706,5.7245152798147,0.0554262888849458,0.112132539658911
"ENSMUSG00000046168.10",-1.27013071001461,-1.26017842253397,5.7241041337081,0.055432656941433,0.112132539658911
"ENSMUSG00000030413.8",1.3959537043314,-0.723965823485502,5.71878796376631,0.0555150868486915,0.112285557032795
"ENSMUSG00000097399.8",-1.45915391596331,-1.05798168996158,5.71604652559489,0.0555576597299255,0.112338540104205
"ENSMUSG00000070044.16",0.349905785978806,6.02725469081589,5.71561756810252,0.0555643252188543,0.112338540104205
"ENSMUSG00000033318.8",1.21886695857531,-0.461528105417796,5.7155515061578,0.05556535184,0.112338540104205
"ENSMUSG00000097709.10",-1.5726842070834,-0.248832077336475,5.71535289732505,0.0555684384331251,0.112338540104205
"ENSMUSG00000032264.10",-0.451257422074853,4.66706942306411,5.71187215143657,0.0556225710093044,0.112434239248835
"ENSMUSG00000032340.9",-0.290344598266845,7.57630006740376,5.70775320784153,0.0556867220135437,0.112550163571285
"ENSMUSG00000019947.11",0.558938020436055,7.82003683353904,5.70621233025887,0.0557107466025671,0.112584968738725
"ENSMUSG00000079645.3",-1.03500419978582,-0.130557377628826,5.70254675661924,0.0557679553630123,0.112686818584902
"ENSMUSG00000022951.19",0.362624748770542,4.92202085846366,5.70174936421459,0.0557804109346825,0.112698224632014
"ENSMUSG00000120597.1",-1.34583325557403,0.702099196853239,5.69991444920608,0.0558090874521655,0.112742396541446
"ENSMUSG00000026672.12",-0.498729936117278,5.10693964479411,5.6994135254383,0.0558169195180936,0.11274445401195
"ENSMUSG00000052921.14",2.23474536384462,-0.00260715979937677,5.69817416886755,0.0558363036212966,0.112769842062931
"ENSMUSG00000031903.8",0.46488421534299,6.28929984833079,5.69729695312729,0.0558500292392627,0.112783797146947
"ENSMUSG00000044006.9",1.47089138341054,1.87016744081889,5.69488087216071,0.0558878570288129,0.112841408481838
"ENSMUSG00000079197.11",0.531226658239555,5.75051900639247,5.69460381826454,0.0558921970095571,0.112841408481838
"ENSMUSG00000103869.2",-2.47245947974194,-1.75394603332625,5.69407935146711,0.0559004139140076,0.112844229478478
"ENSMUSG00000050029.8",0.355466853304781,5.79174151941412,5.69181544884174,0.0559359017931325,0.112902094043787
"ENSMUSG00000051224.14",-0.560064911663981,2.7974408388667,5.69046952104515,0.055957014529028,0.112930932968877
"ENSMUSG00000046605.15",-0.468803238549238,3.2267217549223,5.68183299057113,0.0560927500446786,0.113191065242597
"ENSMUSG00000025532.14",0.315523428980556,4.78934652765028,5.67929212105318,0.0561327691643709,0.113247267551786
"ENSMUSG00000028455.16",-0.286923653528344,5.33019831435253,5.67919564127307,0.0561342895062399,0.113247267551786
"ENSMUSG00000024997.8",0.270875825225721,6.01603321877539,5.67851506777805,0.0561450156781151,0.11325509867436
"ENSMUSG00000103009.3",-0.652144686396895,1.70003570629454,5.67785859544201,0.0561553646593581,0.113262167115846
"ENSMUSG00000021692.10",-0.41452806575897,3.58856952924863,5.67266762887348,0.0562372897636983,0.113405338145141
"ENSMUSG00000048039.9",0.441460623259564,4.69177983183269,5.67247837465881,0.0562402797068603,0.113405338145141
"ENSMUSG00000032536.13",0.355375896264996,6.64985977275725,5.67205878331635,0.0562469094190594,0.113405338145141
"ENSMUSG00000095134.3",1.26294354174878,-0.553872443554032,5.67063857182618,0.0562693572640054,0.113436775663681
"ENSMUSG00000021286.9",0.592583102702752,4.72679335902928,5.66955028611844,0.0562865669849186,0.113457646960586
"ENSMUSG00000015522.19",0.328150223352295,6.18763741812111,5.66866238491027,0.0563006132361449,0.113472137298233
"ENSMUSG00000028150.15",0.931080111146171,1.45635245200455,5.66771717604349,0.0563155713396677,0.113488461692544
"ENSMUSG00000084960.2",-2.51134737478448,-1.98239039332149,5.66651211690183,0.0563346495027908,0.113513083940901
"ENSMUSG00000037846.19",-0.767409971134321,0.70041163551891,5.6656782238777,0.0563478566406319,0.113525871646479
"ENSMUSG00000008348.10",0.38224084427145,7.8259717577853,5.66466255032334,0.0563639485249301,0.113544467523986
"ENSMUSG00000097610.4",-0.926609394308194,0.207063614386804,5.66335984288963,0.0563845972475546,0.11357223745043
"ENSMUSG00000105366.2",-1.32078730180883,2.5920978885709,5.66012596495386,0.0564359009537294,0.113661739664236
"ENSMUSG00000077167.3",-1.33656813454055,-1.39591380261908,5.65281671231169,0.0565520936704616,0.113881890466731
"ENSMUSG00000091405.3",1.31083840233948,-0.590322789670481,5.65222338075772,0.0565615400116659,0.113887053124
"ENSMUSG00000026222.17",0.823008781693409,2.78327106414144,5.65098086258533,0.0565813289457524,0.113913036873752
"ENSMUSG00000110156.4",1.35257193083389,-1.31926855202797,5.64834440759061,0.056623349748163,0.113983767431004
"ENSMUSG00000057534.14",0.983509974378417,1.62302556512265,5.64578475221211,0.0566641873293619,0.114052099226244
"ENSMUSG00000029621.15",0.337844848413459,6.37185604350535,5.64457593444892,0.0566834872068386,0.114077069181654
"ENSMUSG00000108456.2",-1.03895981849562,0.116431501979644,5.64243211043576,0.0567177374259653,0.114122477557542
"ENSMUSG00000017428.17",0.338754167722176,6.89120228815093,5.64230032366982,0.0567198438045098,0.114122477557542
"ENSMUSG00000027890.18",1.03962656146864,3.32289949338223,5.64171523217001,0.0567291967499793,0.114127418677436
"ENSMUSG00000021003.11",-0.492737073874861,4.81419734477388,5.6408063784115,0.0567437293609542,0.114142777745649
"ENSMUSG00000024975.14",-0.388098607786505,7.11042183599391,5.63813584660672,0.0567864607499042,0.114211266650175
"ENSMUSG00000038637.16",0.651200280040054,2.16801179844381,5.63781599468492,0.056791581676294,0.114211266650175
"ENSMUSG00000034075.11",0.276543339260714,7.08411724546451,5.63680312495644,0.0568078021952363,0.114229679942106
"ENSMUSG00000030468.13",-1.08297033901123,1.92550339577643,5.63638223388404,0.0568145443840898,0.114229679942106
"ENSMUSG00000025786.18",-0.286024385750871,7.22014418750709,5.63459604901725,0.0568431691822344,0.114273347158114
"ENSMUSG00000078453.4",0.2952711607954,5.12882508984781,5.63327464495897,0.0568643582534858,0.114299053922786
"ENSMUSG00000044452.11",0.305095298348208,5.38843672046228,5.63293716191304,0.0568697716169878,0.114299053922786
"ENSMUSG00000042997.14",0.382091824805443,4.97328322227397,5.62945066140481,0.0569257377570471,0.114397641810282
"ENSMUSG00000111733.2",-2.05846161976456,-1.65979000021379,5.62844122636826,0.0569419555101894,0.114416337319624
"ENSMUSG00000096145.3",0.820780781445087,1.26092869208204,5.62457615847686,0.0570041107917356,0.114527321669603
"ENSMUSG00000027519.11",-0.285785647571575,6.76661850941512,5.62133861941112,0.0570562460351234,0.114618150193418
"ENSMUSG00000038668.15",1.28366519459061,3.99144217134688,5.61885604172448,0.0570962680518839,0.114684625813853
"ENSMUSG00000022704.17",-0.496388565506229,3.79220854696912,5.61647522501588,0.0571346856398434,0.114747863003094
"ENSMUSG00000100437.2",1.64975377692346,-1.65574323822064,5.61588700126642,0.057144182844757,0.11475300892381
"ENSMUSG00000117905.2",-1.79153551779532,-0.292499047077702,5.61543508442936,0.0571514807642018,0.114753737678103
"ENSMUSG00000106691.2",-1.98280924847227,-1.05977187273786,5.61493432505996,0.057159568921364,0.114756052771392
"ENSMUSG00000074923.11",-1.13616608250907,2.0574010275414,5.61354605373249,0.0571820001679047,0.114774797126357
"ENSMUSG00000002799.7",0.934667663500366,1.07379694372327,5.61349792722573,0.0571827779965969,0.114774797126357
"ENSMUSG00000053279.9",0.317448065649391,9.65264160212097,5.61077143367143,0.0572268676869753,0.114849360778215
"ENSMUSG00000017485.12",-0.302952333768442,7.69829198442745,5.61029463733511,0.057234582660096,0.114850914295005
"ENSMUSG00000087159.8",-1.27039093226783,0.0231354996008976,5.60921994263287,0.0572519773585361,0.114871889093209
"ENSMUSG00000039715.9",-0.318951445838174,4.44829551351392,5.60740165712369,0.057281424073071,0.114917037359009
"ENSMUSG00000037029.9",0.340215255639219,5.34265022869799,5.60433795450419,0.0573310869065949,0.115002727002476
"ENSMUSG00000054469.15",0.545712791735969,5.72345184786604,5.60047964009311,0.0573937142761975,0.115114398803423
"ENSMUSG00000045962.17",0.46375945300549,9.10647339297528,5.5992964071273,0.057412939019278,0.115139001569748
"ENSMUSG00000108120.2",-1.66182552576876,-1.28293016052081,5.59880528674352,0.0574209211531111,0.115141054571077
"ENSMUSG00000082419.4",1.22588713587887,-1.25069992002345,5.59836570504258,0.0574280669209421,0.115141430187911
"ENSMUSG00002076314.1",2.5368562623212,-1.773679745082,5.59269118763563,0.0575204202379181,0.115294228839619
"ENSMUSG00000003161.16",0.323980881420349,6.85931638160842,5.59240286062376,0.0575251182095301,0.115294228839619
"ENSMUSG00000003344.16",-0.293606123877219,5.7702263019293,5.5923990691867,0.0575251799903241,0.115294228839619
"ENSMUSG00000038208.14",-0.441768421585116,3.46589051579832,5.58918318634841,0.0575776149337972,0.11538534507806
"ENSMUSG00000034330.11",-0.761820234191499,3.35998752006555,5.58715784939936,0.0576106715935797,0.115437609936905
"ENSMUSG00000021591.9",0.33724214721381,4.97318240891843,5.58667260473446,0.0576185953986149,0.115439508180274
"ENSMUSG00000053615.2",0.892539255257477,0.0527880158909084,5.58589664125937,0.0576312695962004,0.115450922277037
"ENSMUSG00000046311.14",-0.327469290441057,5.76270118996942,5.5804850115571,0.0577197665664925,0.115614208615876
"ENSMUSG00000000708.15",-0.499473956638157,6.56465465155132,5.57620564206591,0.0577898792322462,0.115740635639794
"ENSMUSG00000112806.2",-1.68908929085705,-1.47881361796704,5.57564685169712,0.0577990429833844,0.115744979335116
"ENSMUSG00000047067.8",-0.767983718951809,2.01466212992251,5.57483507593632,0.0578123590506758,0.11575763615822
"ENSMUSG00000048442.16",-1.61457009363969,-0.258293206283731,5.57051709227521,0.0578832602249269,0.115885578577358
"ENSMUSG00000001520.13",-0.737668740731876,1.14940034869796,5.56953714540469,0.0578993674851619,0.115886261776376
"ENSMUSG00000050721.10",0.28895722291913,7.08569693329288,5.5691399550112,0.0579058977986966,0.115886261776376
"ENSMUSG00000030105.9",-0.345701323280026,6.88122331930686,5.56886027517129,0.057910496694323,0.115886261776376
"ENSMUSG00000022512.4",0.454211672870918,3.82974286113901,5.5687922512923,0.0579116153156978,0.115886261776376
"ENSMUSG00000059602.15",-0.991900754597745,1.14708467337616,5.56596946295402,0.0579580608465326,0.115936319298009
"ENSMUSG00000032434.10",0.487837011345997,6.42085996959482,5.56592262230333,0.0579588319819091,0.115936319298009
"ENSMUSG00000053702.17",0.67055283940503,1.27596173977759,5.56509352895403,0.057972483629048,0.115936319298009
"ENSMUSG00000030007.9",0.347311442856571,7.93837642205941,5.56505737166779,0.0579730790861269,0.115936319298009
"ENSMUSG00000100078.2",-1.13371032497039,-0.592439344876464,5.56481147051703,0.057977128936697,0.115936319298009
"ENSMUSG00000034620.18",0.317351873242244,6.3191383509856,5.56471794331166,0.0579786693775924,0.115936319298009
"ENSMUSG00000033565.19",0.31308249322139,8.19429612844144,5.56329743024634,0.0580020728391418,0.115969103343316
"ENSMUSG00000104399.2",-0.965847724521984,0.506098344299687,5.56129853263158,0.0580350272869244,0.116020973361935
"ENSMUSG00000051747.16",-1.43821874603641,-0.783370175500502,5.56082589459833,0.0580428230886803,0.116022540909446
"ENSMUSG00000043733.15",0.310877535998474,8.31989145266857,5.55926059709473,0.0580686517015171,0.116060149740911
"ENSMUSG00000103520.2",-1.11763177978121,-0.0754879230353432,5.55547039326184,0.0581312581476138,0.116171247411662
"ENSMUSG00000049401.11",0.761983514538048,6.45721357583729,5.55279323673624,0.0581755349802938,0.116245692225446
"ENSMUSG00000020988.10",-0.428246482923096,3.889444174865,5.5500234941824,0.0582213916443868,0.11631946068624
"ENSMUSG00000049957.15",0.330557704000171,4.84819618305467,5.54971441431291,0.058226511927487,0.11631946068624
"ENSMUSG00000024049.16",0.907304093503161,4.34389122742541,5.54786404423235,0.0582571784413094,0.116366674513321
"ENSMUSG00000025521.16",-0.353626223588966,4.2817450012207,5.54687001291233,0.0582736618243092,0.116372341459134
"ENSMUSG00000035275.15",1.76714105169708,-0.814821242798686,5.54652907888778,0.0582793167838337,0.116372341459134
"ENSMUSG00000000552.11",0.327252169358086,6.19874355949022,5.54642073416714,0.0582811140189669,0.116372341459134
"ENSMUSG00000078875.12",-1.14530801736104,-0.912877997507992,5.54577746970802,0.0582917861281857,0.116379607271126
"ENSMUSG00000040022.15",-0.509444752729335,5.04498122142182,5.54434655464096,0.0583155353823763,0.116412976712774
"ENSMUSG00000048495.17",-0.418627116606356,3.0856603649763,5.54224404520509,0.058350455278367,0.116468634920523
"ENSMUSG00002076020.1",-1.44723283124892,-1.42149626991725,5.53919876505907,0.0584010840936212,0.116555631226288
"ENSMUSG00000083626.2",0.73111446503291,1.7015913693615,5.53864979211504,0.0584102173484176,0.116559800586622
"ENSMUSG00000038013.15",-0.290020099874275,5.21708282512146,5.53778136370687,0.0584246693704496,0.116563879182605
"ENSMUSG00000066809.2",1.24033666639053,-0.549625812343134,5.53768039122841,0.0584263500296446,0.116563879182605
"ENSMUSG00000003527.10",-0.332202798929,4.7816113759281,5.53701586130841,0.0584374125981845,0.116571894666927
"ENSMUSG00000015804.15",0.307322234905487,5.75515100368244,5.53468128938036,0.0584762994324889,0.116635405823215
"ENSMUSG00000072940.6",0.392692636503162,4.79330953506444,5.53353360750774,0.0584954292870348,0.116659499627885
"ENSMUSG00000105710.2",-1.29624366469755,-0.138404706451331,5.53236993101149,0.058514834487517,0.116677640823832
"ENSMUSG00000058267.14",0.295731872515508,5.12284162449021,5.53214249286562,0.0585186282224563,0.116677640823832
"ENSMUSG00000040174.15",-0.392824572924071,4.63467733672273,5.52903788480522,0.0585704476624187,0.116766891261451
"ENSMUSG00000072825.12",0.372992486844839,7.95873819936108,5.52857895476129,0.0585781130528046,0.116768104648206
"ENSMUSG00000038312.11",-0.479694890359736,5.71638343782513,5.52700816306363,0.0586043599740574,0.116806353227021
"ENSMUSG00000084274.3",-2.45573021444576,-2.01936219863152,5.52606089615336,0.0586201959746886,0.116815083773788
"ENSMUSG00000029263.16",0.363915563421157,4.82339651694881,5.52590160740795,0.0586228594704498,0.116815083773788
"ENSMUSG00000010311.16",-1.42725360206114,-0.661076999103799,5.52469917468931,0.0586429709081813,0.116841088454868
"ENSMUSG00000031605.9",-0.611045832176319,4.51735689152932,5.52342163075658,0.0586643489728424,0.116869610215943
"ENSMUSG00000086503.5",-1.60043166159039,-1.13286813841546,5.52249132846369,0.0586799231029041,0.116886564052456
"ENSMUSG00000035877.18",-0.514588654352694,5.04782268290068,5.51809796208438,0.0587535486594679,0.117019134529154
"ENSMUSG00000008668.16",0.481317966503957,9.34171526864016,5.51752525194187,0.0587631556457823,0.117024182990824
"ENSMUSG00000120081.1",-0.470675983159965,3.00993933060891,5.51513659397848,0.0588032476258394,0.117089932426566
"ENSMUSG00000104728.2",-1.11285696987702,-0.606864003756899,5.51286397682629,0.0588414266945728,0.117151857479858
"ENSMUSG00000090035.4",0.414522779615104,5.77179096643699,5.50895089438254,0.0589072444555352,0.117254445073343
"ENSMUSG00000031250.9",1.38370052337653,-1.36394297060855,5.50865071559421,0.058912297600538,0.117254445073343
"ENSMUSG00000026005.16",0.423673213896415,5.4457837631682,5.5082052148505,0.0589197981574648,0.117254445073343
"ENSMUSG00000038845.12",0.291591130017893,6.38835576399803,5.50799686348358,0.0589233064593258,0.117254445073343
"ENSMUSG00000026965.13",-0.279745705365757,7.50586555201279,5.50751022734022,0.0589315017427836,0.117254445073343
"ENSMUSG00000029507.17",-0.341541293043816,4.15584990206771,5.50727463406425,0.0589354698540516,0.117254445073343
"ENSMUSG00000020691.14",-0.338969749440741,4.85925340126443,5.50521529780534,0.0589701709457153,0.117295460592654
"ENSMUSG00000032038.8",-0.630175887036482,7.12095202184611,5.50520985565807,0.0589702626863049,0.117295460592654
"ENSMUSG00000034066.14",0.718437323603116,4.62550243333006,5.50412623785858,0.0589885335838841,0.117317700145737
"ENSMUSG00000025201.8",1.51883805766583,-0.802509060092614,5.50230345058132,0.0590192851094396,0.117364753119324
"ENSMUSG00000101013.2",1.01994580847386,-0.304113523472117,5.49579481263328,0.0591292689682994,0.117548342176786
"ENSMUSG00000017929.14",0.389925059643422,5.29408163450421,5.49577549805176,0.0591295957659903,0.117548342176786
"ENSMUSG00000015889.9",-0.299503468981985,6.34466731584068,5.49557913188749,0.0591329183706757,0.117548342176786
"ENSMUSG00000034557.15",0.66888167558711,5.19171916686862,5.49072421024912,0.0592151471631462,0.117697662475505
"ENSMUSG00000090946.4",-0.341555103951372,4.50942452315117,5.48819825833802,0.0592579916187733,0.117768674911823
"ENSMUSG00000048709.7",0.699759136684579,1.35098031710116,5.48769496081783,0.0592665334720159,0.117771505867833
"ENSMUSG00000043683.5",0.302665493068955,5.5826066537679,5.48325255790112,0.0593420020725326,0.117907313676056
"ENSMUSG00000020056.17",0.314153080420442,5.03150407626211,5.48145394620616,0.0593725947219585,0.117953935029925
"ENSMUSG00000091649.4",2.34830733095631,-0.0477926798773662,5.4790827465595,0.0594129595348497,0.117993792117572
"ENSMUSG00000097906.2",0.870197356294761,0.355647208827905,5.47900880265699,0.0594142188819797,0.117993792117572
"ENSMUSG00000029130.13",-0.888109322357927,1.06315725956164,5.47889146585658,0.0594162173335405,0.117993792117572
"ENSMUSG00000020092.10",0.358757543515701,5.41058758234733,5.47840586554406,0.0594244889370441,0.117993792117572
"ENSMUSG00000038145.18",0.433346853467103,5.72610147339492,5.47798762891024,0.0594316143464746,0.117993792117572
"ENSMUSG00000038822.16",-0.352711517766501,4.94570752900202,5.47776299258508,0.059435441910918,0.117993792117572
"ENSMUSG00000031824.16",-0.902337207696573,2.37060120735094,5.47278942079546,0.0595202727886149,0.118148027091316
"ENSMUSG00000062312.6",-0.281701835069064,5.58951925094794,5.46612889818163,0.0596341366181887,0.118359848701112
"ENSMUSG00000003948.18",-0.64293595591128,4.85552500882017,5.46449153940126,0.059662173453556,0.118401293372031
"ENSMUSG00000025133.10",0.315495116603362,5.53992169606611,5.46321252288597,0.0596840868719489,0.118430577463741
"ENSMUSG00000049295.18",-0.270257163037692,6.35095340664256,5.46264931658579,0.0596937397915502,0.118435529056449
"ENSMUSG00000021763.18",0.830507929159367,0.417428029547678,5.46004243879559,0.0597384475035968,0.118510021681095
"ENSMUSG00000042359.19",0.971508116692195,1.11692309338274,5.45839615576007,0.0597667047176331,0.118528259487547
"ENSMUSG00000014074.18",-0.476647279104677,5.57420702644364,5.45836763439518,0.0597671944266831,0.118528259487547
"ENSMUSG00000024590.9",-0.599430475664047,5.96681592988919,5.45825489618111,0.0597691301845705,0.118528259487547
"ENSMUSG00000001281.11",-2.41968594062821,-1.58315633654115,5.45744158813516,0.0597830975350533,0.118541751337631
"ENSMUSG00000043940.16",-0.35045199224339,7.6484067394269,5.45605164441317,0.0598069780853641,0.118567252580123
"ENSMUSG00000022765.11",-0.518575867980773,5.13705698943564,5.45585897757972,0.0598102893144552,0.118567252580123
"ENSMUSG00000107747.2",1.22299427574749,-0.947999101063541,5.45273015683362,0.0598640972952422,0.118659705072397
"ENSMUSG00000023991.17",-0.276000945467662,6.22287452104524,5.44942184797813,0.0599210641243397,0.118758395983405
"ENSMUSG00000063535.8",-1.81857789184528,-1.39771435316403,5.44832644528977,0.0599399425654116,0.11878158438681
"ENSMUSG00000026495.9",-0.649634979873735,1.85751136523989,5.44672603695621,0.0599675390382536,0.118807847617827
"ENSMUSG00000027938.12",1.46858879557923,-0.789765702768595,5.4467250740189,0.0599675556477965,0.118807847617827
"ENSMUSG00000032425.16",-0.444832467836912,3.43733159324969,5.44556997998869,0.0599874842048163,0.118833102015694
"ENSMUSG00000046463.6",-1.37865513544942,-1.02745470860367,5.44339004265164,0.0600251188401179,0.118881697050772
"ENSMUSG00000037366.15",0.457688033595374,5.56478866246768,5.4433167825792,0.060026384169892,0.118881697050772
"ENSMUSG00000023723.18",0.28429399795514,5.33941284968391,5.44220788456126,0.0600455412407616,0.118905405805515
"ENSMUSG00000026895.8",0.280117285797127,6.25242266478234,5.44149113188051,0.0600579281508125,0.118911335637816
"ENSMUSG00000026274.12",-0.422320614518445,3.44329059399977,5.44120302028514,0.0600629082770815,0.118911335637816
"ENSMUSG00000110605.3",-0.633950955627095,1.45734210828051,5.44031941649696,0.0600781852542058,0.118927351525463
"ENSMUSG00000120978.1",-1.36938010541279,-0.761748016808992,5.43814153205038,0.060115862282971,0.118987700143101
"ENSMUSG00000020454.18",-0.267513237948384,5.90891758330023,5.4366801371279,0.0601411623010503,0.11902353936078
"ENSMUSG00000028367.6",0.302756595036842,7.21055311879299,5.43612532052673,0.0601507712357939,0.119028319975925
"ENSMUSG00000022000.12",-0.303960894971927,6.26112905625884,5.4335425337641,0.0601955305016232,0.11909995264366
"ENSMUSG00000121430.1",0.906259501067475,1.03226234123452,5.43320599365993,0.0602013660428822,0.11909995264366
"ENSMUSG00000038456.10",-0.387760908723248,5.49258831768537,5.43199688178651,0.0602223382027008,0.119127200267793
"ENSMUSG00000028274.18",-0.333741267167115,4.61398809288415,5.43106794662255,0.0602384574651178,0.119144842896881
"ENSMUSG00000057789.15",0.523976437026994,5.67925148616736,5.42848027598098,0.0602833909368083,0.119219465738182
"ENSMUSG00000006705.14",0.391338790708011,4.11639782627354,5.42767248735339,0.0602974271372532,0.119232974048773
"ENSMUSG00000101210.2",1.17128053848428,-0.986835641781491,5.42681685235787,0.0603122995997896,0.119248132569927
"ENSMUSG00000087138.3",-0.704433068420297,1.06641986588026,5.42204702198448,0.0603952998556513,0.119397972128012
"ENSMUSG00000038888.9",0.429857762332174,3.44209369799844,5.42123962054983,0.0604093649944175,0.119411347919862
"ENSMUSG00000025917.10",0.342684971494374,6.66408520075143,5.42083020976254,0.0604164987481163,0.119411347919862
"ENSMUSG00000110299.2",-1.15593551029747,-0.967343381346784,5.41748692196221,0.0604747968513264,0.11951229708574
"ENSMUSG00000024835.16",-0.387986838158821,7.66230374096902,5.41607909559176,0.0604993686657123,0.119546579091419
"ENSMUSG00000024790.9",0.34317731270723,4.33765890002501,5.41547491802678,0.0605099180064647,0.119553147851101
"ENSMUSG00000068747.15",-0.284746168894797,6.20921885411788,5.4117962552062,0.0605742042766485,0.119665873706507
"ENSMUSG00000036934.10",0.514903876423793,3.88327257218784,5.40766556763692,0.0606465013777444,0.119794396358784
"ENSMUSG00000026811.19",-0.273460901876896,5.70162030019527,5.40579175955141,0.0606793365395271,0.119844948880348
"ENSMUSG00000040356.17",-0.267334587833272,6.52843006292157,5.4011728872757,0.0607603780909478,0.119990688181276
"ENSMUSG00000035107.14",-0.274528101665906,6.85725590049925,5.40020265955858,0.0607774202896278,0.120010020707932
"ENSMUSG00000105504.5",2.78894706983651,-1.08404385383227,5.39756259022873,0.0608238266581922,0.120086204734516
"ENSMUSG00000025169.7",-0.495825500644061,2.57301891233873,5.39718219126283,0.0608305171985686,0.120086204734516
"ENSMUSG00000096932.3",1.78552615452421,-1.26468905882914,5.39609297882749,0.0608496800797601,0.120109704912297
"ENSMUSG00000018415.15",-0.634224759441058,5.8205890788054,5.39388095155815,0.0608886224655472,0.120172237110855
"ENSMUSG00000036931.16",-1.41777671566604,-1.65993747778937,5.39165642435276,0.0609278193319312,0.120235256587414
"ENSMUSG00000067780.4",0.281577777836775,6.29357826004457,5.38092225012506,0.0611174452405686,0.120595083042653
"ENSMUSG00000102323.2",-1.5289720495924,-1.71687101985112,5.37813914665357,0.0611667424034737,0.120677964295967
"ENSMUSG00000086506.2",-1.13681392135055,-0.450306200418822,5.37665211181009,0.0611931045985303,0.120715581997125
"ENSMUSG00000118099.2",1.29332880087179,-0.811448721077628,5.37604344856084,0.0612038994848671,0.120722484774836
"ENSMUSG00000105509.2",0.906625350485374,0.215142427678354,5.37499492749625,0.0612225015415265,0.120744783433568
"ENSMUSG00000090124.8",0.725697385959214,3.75388751888933,5.37279262722528,0.0612615982795947,0.120806229674878
"ENSMUSG00000025266.12",0.283796074978604,6.33651143253524,5.37241763157278,0.0612682588645417,0.120806229674878
"ENSMUSG00000034430.17",-0.303578347451264,5.24425702599452,5.36914101826106,0.0613264995118722,0.120906658813648
"ENSMUSG00000042496.19",-0.352118234560152,3.82816644400109,5.36795984892407,0.0613475129709566,0.120933678476343
"ENSMUSG00000040139.15",0.705564507300897,1.61537711447414,5.36744473443693,0.0613566801444106,0.120937342030919
"ENSMUSG00000039159.17",-0.283642058669478,8.33913196596569,5.3642608365432,0.0614133836540264,0.121024283037658
"ENSMUSG00000045664.6",-0.449046656910856,4.1361425717235,5.36414674055221,0.0614154169739053,0.121024283037658
"ENSMUSG00000028497.13",-0.453069126454824,6.64949247100339,5.36270457879961,0.0614411258798203,0.12105436611281
"ENSMUSG00000031246.15",0.520085813535225,9.05561621070707,5.36208944349848,0.0614520961623258,0.12105436611281
"ENSMUSG00000079109.12",-0.508627025865571,3.22011127451948,5.36205949069256,0.0614526304071796,0.12105436611281
"ENSMUSG00000039585.16",-0.442149329793062,6.2741634472174,5.36164428388171,0.0614600367826661,0.121054544535505
"ENSMUSG00000059422.6",-0.539847657851409,2.38005834852607,5.35760753396922,0.0615321072702893,0.121182073197034
"ENSMUSG00000034105.10",0.585116487171295,4.61915171102761,5.3559131400025,0.0615623927757043,0.121227289451336
"ENSMUSG00000111358.2",-1.6604714919296,-2.09205578470412,5.34991809116828,0.0616697119891921,0.121424169953018
"ENSMUSG00000085412.9",1.62141945902515,-1.05356549314205,5.34941078963748,0.0616788051042775,0.121427624992323
"ENSMUSG00000055945.9",-1.26569644232954,-0.832836477366595,5.34705874554319,0.0617209882675945,0.121496216138935
"ENSMUSG00000031889.10",-0.305697649358887,4.80072222497745,5.34512079848879,0.0617557744260824,0.121550231881573
"ENSMUSG00000025995.17",-0.351887497954458,5.19331858379792,5.34135601466312,0.0618234291001528,0.1216675236072
