"","ENSEMBL","ENTREZID"
"3240","ENSMUSG00000042724","338372"
"3242","ENSMUSG00000072875","14761"
"3243","ENSMUSG00000058153","56747"
"3244","ENSMUSG00000026421","13007"
"3245","ENSMUSG00000050747","69097"
"3246","ENSMUSG00000029828","70821"
"3247","ENSMUSG00000020229","64452"
"3249","ENSMUSG00000022439","64099"
"3250","ENSMUSG00000023330","69185"
"3251","ENSMUSG00000032827","243725"
"3252","ENSMUSG00000059003","14811"
"3254","ENSMUSG00000000686","67477"
"3256","ENSMUSG00000045545","16664"
"3257","ENSMUSG00000094370","100036568"
"3258","ENSMUSG00000038180","245865"
"3259","ENSMUSG00000048502","278672"
"3260","ENSMUSG00000010358","70110"
"3261","ENSMUSG00000034427","217328"
"3262","ENSMUSG00000022995","13800"
"3263","ENSMUSG00000022422","72107"
"3265","ENSMUSG00000031262","102920"
"3267","ENSMUSG00000048647","241624"
"3269","ENSMUSG00000025154","71085"
"3272","ENSMUSG00000081992","623448"
"3274","ENSMUSG00000025934","14859"
"3275","ENSMUSG00000086943","100043309"
"3277","ENSMUSG00000028100","78373"
"3278","ENSMUSG00000015083","69379"
"3279","ENSMUSG00000087795","115486234"
"3280","ENSMUSG00000027843","19260"
"3281","ENSMUSG00000042686","57339"
"3282","ENSMUSG00000068196","12837"
"3283","ENSMUSG00000087231","320172"
"3284","ENSMUSG00000094132","100041306"
"3285","ENSMUSG00000094132","102637020"
"3286","ENSMUSG00000030087","66277"
"3287","ENSMUSG00000026875","22029"
"3289","ENSMUSG00000029454","17165"
"3290","ENSMUSG00000026832","227929"
"3291","ENSMUSG00000021123","77974"
"3292","ENSMUSG00000044201","12532"
"3294","ENSMUSG00000025257","66611"
"3295","ENSMUSG00000023873","66931"
"3296","ENSMUSG00000023046","16012"
"3298","ENSMUSG00000020804","11298"
"3299","ENSMUSG00000035615","666060"
"3300","ENSMUSG00000062168","237178"
"3302","ENSMUSG00000024371","12263"
"3304","ENSMUSG00000065934","115487300"
"3306","ENSMUSG00000029544","29867"
"3308","ENSMUSG00000102018","432964"
"3309","ENSMUSG00000037224","231125"
"3310","ENSMUSG00000097494","74076"
"3311","ENSMUSG00000060621","69547"
"3312","ENSMUSG00000117698","100502982"
"3314","ENSMUSG00000056069","223433"
"3315","ENSMUSG00000031558","20563"
"3316","ENSMUSG00000072244","94088"
"3317","ENSMUSG00000020262","110532"
"3318","ENSMUSG00000039878","72002"
"3319","ENSMUSG00000037977","235599"
"3321","ENSMUSG00000035681","268345"
"3323","ENSMUSG00000048731","70772"
"3324","ENSMUSG00000073856","434232"
"3325","ENSMUSG00000027544","18019"
"3326","ENSMUSG00000097633","100502764"
"3329","ENSMUSG00000013367","210094"
"3331","ENSMUSG00000021759","19012"
"3334","ENSMUSG00000087175","622070"
"3335","ENSMUSG00000023927","20230"
"3336","ENSMUSG00001118668","115488883"
"3337","ENSMUSG00000039191","19664"
"3339","ENSMUSG00000030890","16202"
"3341","ENSMUSG00000021263","70059"
"3342","ENSMUSG00000047013","330369"
"3344","ENSMUSG00000029378","11839"
"3345","ENSMUSG00000037466","104732"
"3346","ENSMUSG00000042807","329152"
"3347","ENSMUSG00000047238","75625"
"3349","ENSMUSG00000035285","269854"
"3350","ENSMUSG00000040732","13876"
"3351","ENSMUSG00000110637","665822"
"3352","ENSMUSG00000037217","20964"
"3354","ENSMUSG00000036196","224661"
"3355","ENSMUSG00000097842","320950"
"3356","ENSMUSG00000031930","66894"
"3357","ENSMUSG00000060131","241633"
"3359","ENSMUSG00000035105","112407"
"3360","ENSMUSG00000020178","11540"
"3361","ENSMUSG00000052180","97848"
"3362","ENSMUSG00000113836","100041420"
"3363","ENSMUSG00000045114","69017"
"3364","ENSMUSG00000020340","76884"
"3365","ENSMUSG00000031079","245368"
"3366","ENSMUSG00000029228","16924"
"3369","ENSMUSG00000044092","319772"
"3370","ENSMUSG00000081564","102633026"
"3371","ENSMUSG00000051242","93880"
"3372","ENSMUSG00000079942","100039645"
"3375","ENSMUSG00000074466","545539"
"3376","ENSMUSG00000064330","78600"
"3378","ENSMUSG00000025321","320910"
"3381","ENSMUSG00000096169","100043474"
"3382","ENSMUSG00000022661","17470"
"3383","ENSMUSG00000056492","224792"
"3387","ENSMUSG00000046480","399548"
"3389","ENSMUSG00000027961","109245"
"3392","ENSMUSG00000020660","18976"
"3394","ENSMUSG00000038045","73671"
"3396","ENSMUSG00000034063","381798"
"3397","ENSMUSG00000038248","109205"
"3399","ENSMUSG00000030330","28019"
"3402","ENSMUSG00000007035","17687"
"3405","ENSMUSG00000054256","17690"
"3406","ENSMUSG00000054942","215708"
"3407","ENSMUSG00000062044","381983"
"3408","ENSMUSG00000052565","14957"
"3409","ENSMUSG00000006494","228026"
"3412","ENSMUSG00000108034","78202"
"3414","ENSMUSG00000085664","75836"
"3415","ENSMUSG00000031698","213435"
"3417","ENSMUSG00000076439","17441"
"3419","ENSMUSG00000037005","170745"
"3421","ENSMUSG00000089817","635617"
"3425","ENSMUSG00000050271","244418"
"3430","ENSMUSG00000030411","384569"
"3431","ENSMUSG00000045257","378462"
"3432","ENSMUSG00000015599","106763"
"3433","ENSMUSG00000026227","72792"
"3434","ENSMUSG00000030000","11519"
"3437","ENSMUSG00000061482","319156"
"3438","ENSMUSG00000117406","18209"
"3439","ENSMUSG00000053835","15042"
"3440","ENSMUSG00000031493","243897"
"3441","ENSMUSG00000089665","100503924"
"3443","ENSMUSG00000066537","269902"
"3444","ENSMUSG00000077265","115487489"
"3445","ENSMUSG00000079391","101055754"
"3446","ENSMUSG00000096957","102132"
"3447","ENSMUSG00000034127","216350"
"3451","ENSMUSG00000033900","213582"
"3452","ENSMUSG00000074071","434197"
"3453","ENSMUSG00000087408","14559"
"3454","ENSMUSG00000087408","93898"
"3455","ENSMUSG00000027409","75656"
"3456","ENSMUSG00000029072","83771"
"3457","ENSMUSG00000103144","93709"
"3458","ENSMUSG00000062157","242700"
"3459","ENSMUSG00000048481","232934"
"3460","ENSMUSG00000028137","78784"
"3461","ENSMUSG00000020684","276952"
"3462","ENSMUSG00000119104","115489600"
"3464","ENSMUSG00000038526","23831"
"3465","ENSMUSG00000075265","675921"
"3469","ENSMUSG00000026888","50915"
"3470","ENSMUSG00000078552","100504491"
"3471","ENSMUSG00000032454","19660"
"3475","ENSMUSG00000048416","17349"
"3476","ENSMUSG00000072966","245607"
"3479","ENSMUSG00000028545","67621"
"3484","ENSMUSG00000025318","57340"
"3485","ENSMUSG00000111962","100504202"
"3486","ENSMUSG00000040729","234915"
"3487","ENSMUSG00000045689","93875"
"3488","ENSMUSG00000020847","380714"
"3489","ENSMUSG00000079677","68165"
"3491","ENSMUSG00000048603","105246056"
"3495","ENSMUSG00000074259","546134"
"3496","ENSMUSG00000074452","330921"
"3498","ENSMUSG00000112654","73990"
"3500","ENSMUSG00000057706","108797"
"3505","ENSMUSG00000027478","13436"
"3506","ENSMUSG00000061039","258783"
"3507","ENSMUSG00000026049","75623"
"3508","ENSMUSG00000020871","13394"
"3509","ENSMUSG00000048489","213393"
"3510","ENSMUSG00000037813","228846"
"3511","ENSMUSG00000034551","245596"
"3512","ENSMUSG00000057286","20446"
"3513","ENSMUSG00000086103","102639547"
"3515","ENSMUSG00000059327","13607"
"3516","ENSMUSG00000071317","23828"
"3517","ENSMUSG00000026736","74629"
"3518","ENSMUSG00000072620","20556"
"3520","ENSMUSG00000048038","329366"
"3522","ENSMUSG00000038155","14869"
"3524","ENSMUSG00000030351","68498"
"3525","ENSMUSG00000037686","104816"
"3526","ENSMUSG00000041817","320557"
"3527","ENSMUSG00000046408","73453"
"3528","ENSMUSG00000045312","218454"
"3529","ENSMUSG00000022235","69574"
"3530","ENSMUSG00000026344","72585"
"3531","ENSMUSG00000035671","212168"
"3532","ENSMUSG00000030116","50530"
"3533","ENSMUSG00000068011","70291"
"3536","ENSMUSG00000040703","74134"
"3537","ENSMUSG00000035262","11705"
"3538","ENSMUSG00000070699","71984"
"3540","ENSMUSG00000019122","20308"
"3541","ENSMUSG00000043807","266614"
"3542","ENSMUSG00000004371","16156"
"3543","ENSMUSG00000039431","54384"
"3544","ENSMUSG00000026204","19275"
"3545","ENSMUSG00000024617","12322"
"3548","ENSMUSG00000033450","72536"
"3551","ENSMUSG00000079008","100216455"
"3553","ENSMUSG00000031104","19337"
"3554","ENSMUSG00000005628","50874"
"3556","ENSMUSG00000075528","69684"
"3557","ENSMUSG00000070720","623230"
"3564","ENSMUSG00000021895","71704"
"3565","ENSMUSG00000039126","353211"
"3570","ENSMUSG00000039497","212898"
"3572","ENSMUSG00000109695","102633307"
"3575","ENSMUSG00000040328","18356"
"3577","ENSMUSG00000018381","66610"
"3579","ENSMUSG00000063698","94281"
"3580","ENSMUSG00000027221","76969"
"3581","ENSMUSG00000027514","58203"
"3582","ENSMUSG00000100954","108167733"
"3583","ENSMUSG00000077380","115485922"
"3584","ENSMUSG00000053173","652986"
"3585","ENSMUSG00000003341","67331"
"3586","ENSMUSG00000032400","68014"
"3588","ENSMUSG00000015093","69454"
"3590","ENSMUSG00000095681","666772"
"3594","ENSMUSG00000045031","207175"
"3596","ENSMUSG00000085436","629777"
"3598","ENSMUSG00000094974","667525"
"3600","ENSMUSG00000090439","100302688"
"3602","ENSMUSG00000022756","224022"
"3604","ENSMUSG00000079491","15024"
"3605","ENSMUSG00000025776","83691"
"3606","ENSMUSG00000075420","68528"
"3607","ENSMUSG00000019590","13056"
"3608","ENSMUSG00000055675","74901"
"3610","ENSMUSG00000022899","57738"
"3611","ENSMUSG00000053004","15465"
"3612","ENSMUSG00000050677","66717"
"3613","ENSMUSG00000024873","12794"
"3614","ENSMUSG00000036103","140792"
"3615","ENSMUSG00000024066","22436"
