"","ENSEMBL","ENTREZID"
"1483","ENSMUSG00000078249","15361"
"1484","ENSMUSG00000078249","111241"
"1485","ENSMUSG00000032750","210710"
"1486","ENSMUSG00000032750","100503280"
"1487","ENSMUSG00000047415","238377"
"1488","ENSMUSG00000045362","244237"
"1489","ENSMUSG00000040264","14468"
"1490","ENSMUSG00000072612","639281"
"1491","ENSMUSG00000032374","26432"
"1492","ENSMUSG00000071537","74253"
"1493","ENSMUSG00000055421","211712"
"1494","ENSMUSG00000071531","432839"
"1495","ENSMUSG00000021453","23882"
"1496","ENSMUSG00000113497","100416312"
"1497","ENSMUSG00000031273","94216"
"1498","ENSMUSG00000030522","233315"
"1499","ENSMUSG00000069662","17118"
"1500","ENSMUSG00000027828","67437"
"1501","ENSMUSG00000034459","15957"
"1502","ENSMUSG00000068245","219132"
"1503","ENSMUSG00000036036","22715"
"1504","ENSMUSG00000116632","76222"
"1506","ENSMUSG00000074277","232970"
"1507","ENSMUSG00000018900","20520"
"1508","ENSMUSG00000028889","230734"
"1510","ENSMUSG00000037544","218977"
"1511","ENSMUSG00000022769","64136"
"1512","ENSMUSG00000078942","17952"
"1513","ENSMUSG00000078919","13480"
"1514","ENSMUSG00000026235","13838"
"1515","ENSMUSG00000026566","68481"
"1516","ENSMUSG00000022948","224440"
"1517","ENSMUSG00000031789","333329"
"1518","ENSMUSG00000029576","231858"
"1519","ENSMUSG00000028756","68943"
"1520","ENSMUSG00000037347","60322"
"1521","ENSMUSG00000035696","73469"
"1522","ENSMUSG00000032549","270192"
"1523","ENSMUSG00000068327","21909"
"1525","ENSMUSG00000023999","319991"
"1526","ENSMUSG00000028669","66193"
"1527","ENSMUSG00000027298","22174"
"1528","ENSMUSG00000041263","72296"
"1529","ENSMUSG00000102748","93700"
"1530","ENSMUSG00000109145","434205"
"1531","ENSMUSG00000037541","210274"
"1532","ENSMUSG00000038538","320538"
"1533","ENSMUSG00000024376","13824"
"1534","ENSMUSG00000007872","15903"
"1535","ENSMUSG00000009876","84682"
"1536","ENSMUSG00000030346","19362"
"1537","ENSMUSG00000055707","234378"
"1538","ENSMUSG00000022558","223658"
"1539","ENSMUSG00000026321","21934"
"1540","ENSMUSG00000086370","78878"
"1541","ENSMUSG00000041431","268697"
"1542","ENSMUSG00000028195","16007"
"1543","ENSMUSG00000002984","53333"
"1545","ENSMUSG00000032380","13143"
"1546","ENSMUSG00000028158","17777"
"1547","ENSMUSG00000069874","54396"
"1548","ENSMUSG00000073067","100042056"
"1550","ENSMUSG00000002289","57875"
"1551","ENSMUSG00000035649","319885"
"1552","ENSMUSG00000030785","12862"
"1553","ENSMUSG00000055322","21961"
"1554","ENSMUSG00000053964","16855"
"1555","ENSMUSG00000028779","67898"
"1556","ENSMUSG00000075704","26462"
"1557","ENSMUSG00000072437","332397"
"1558","ENSMUSG00000036172","74603"
"1559","ENSMUSG00000035692","100038882"
"1561","ENSMUSG00000029059","66469"
"1562","ENSMUSG00000064267","74096"
"1563","ENSMUSG00000029636","245880"
"1564","ENSMUSG00000035864","20979"
"1565","ENSMUSG00000010086","22671"
"1566","ENSMUSG00000029641","68895"
"1567","ENSMUSG00000041607","17196"
"1568","ENSMUSG00000040269","66230"
"1569","ENSMUSG00000048814","381338"
"1570","ENSMUSG00000013584","19378"
"1571","ENSMUSG00000049907","68939"
"1572","ENSMUSG00000020101","74048"
"1573","ENSMUSG00000043923","382073"
"1574","ENSMUSG00000057409","24132"
"1575","ENSMUSG00000000085","29871"
"1576","ENSMUSG00000020205","21664"
"1577","ENSMUSG00000026452","20980"
"1578","ENSMUSG00000045333","94187"
"1579","ENSMUSG00000049092","70713"
"1580","ENSMUSG00000020571","71853"
"1581","ENSMUSG00000049409","58182"
"1583","ENSMUSG00000034317","66949"
"1584","ENSMUSG00000030802","12041"
"1585","ENSMUSG00000109179","102638882"
"1586","ENSMUSG00000036052","56323"
"1587","ENSMUSG00000049929","78134"
"1588","ENSMUSG00000025083","226250"
"1590","ENSMUSG00000040488","108075"
"1591","ENSMUSG00000068551","68910"
"1592","ENSMUSG00000078776","319482"
"1593","ENSMUSG00000046862","242736"
"1594","ENSMUSG00000038379","22137"
"1595","ENSMUSG00000053477","21413"
"1596","ENSMUSG00000100937","75555"
"1598","ENSMUSG00000008136","14200"
"1599","ENSMUSG00000063856","14775"
"1600","ENSMUSG00000061451","381199"
"1601","ENSMUSG00000047844","406217"
"1602","ENSMUSG00000047371","233890"
"1603","ENSMUSG00000030753","72981"
"1604","ENSMUSG00000020102","20503"
"1605","ENSMUSG00000029675","13717"
"1607","ENSMUSG00000030088","107747"
"1608","ENSMUSG00000000197","338370"
"1609","ENSMUSG00000025508","67186"
"1610","ENSMUSG00000034593","17918"
"1611","ENSMUSG00000029066","66448"
"1612","ENSMUSG00000041268","235380"
"1613","ENSMUSG00000005958","13845"
"1614","ENSMUSG00000052563","97775"
"1615","ENSMUSG00000029123","64293"
"1617","ENSMUSG00000041147","12190"
"1618","ENSMUSG00000046223","18793"
"1619","ENSMUSG00000027381","12125"
"1620","ENSMUSG00000057530","230857"
"1621","ENSMUSG00000071862","107065"
"1622","ENSMUSG00000001128","18636"
"1623","ENSMUSG00000048782","233752"
"1624","ENSMUSG00000019082","68267"
"1625","ENSMUSG00000009640","66233"
"1626","ENSMUSG00000074766","319909"
"1627","ENSMUSG00000020629","104923"
"1628","ENSMUSG00000022485","15424"
"1629","ENSMUSG00000025102","67290"
"1630","ENSMUSG00000012848","20103"
"1631","ENSMUSG00000047420","208164"
"1633","ENSMUSG00000022894","23794"
"1634","ENSMUSG00000032020","72828"
"1635","ENSMUSG00000032204","64008"
"1636","ENSMUSG00000022194","12050"
"1637","ENSMUSG00000022194","54196"
"1638","ENSMUSG00000019577","27273"
"1639","ENSMUSG00000019838","72472"
"1641","ENSMUSG00000000794","140493"
"1642","ENSMUSG00000027796","55994"
"1643","ENSMUSG00000037580","14528"
"1644","ENSMUSG00000022537","224090"
"1645","ENSMUSG00000097697","73904"
"1646","ENSMUSG00000050908","383103"
"1647","ENSMUSG00000073616","66915"
"1648","ENSMUSG00000005968","22156"
"1649","ENSMUSG00000048965","244238"
"1651","ENSMUSG00000034303","245902"
"1652","ENSMUSG00000043259","71721"
"1654","ENSMUSG00000049300","99890"
"1655","ENSMUSG00000032968","16322"
"1656","ENSMUSG00000023272","76737"
"1657","ENSMUSG00000031904","330836"
"1658","ENSMUSG00000042812","15227"
"1660","ENSMUSG00000000489","18591"
"1661","ENSMUSG00000050896","269295"
"1662","ENSMUSG00000050708","14325"
"1663","ENSMUSG00000003549","13870"
"1664","ENSMUSG00000035835","216152"
"1665","ENSMUSG00000000275","217069"
"1666","ENSMUSG00000030207","74525"
"1667","ENSMUSG00000026576","11931"
"1668","ENSMUSG00000044033","545428"
"1669","ENSMUSG00000083282","56464"
"1670","ENSMUSG00000028020","14658"
"1671","ENSMUSG00000020483","68097"
"1672","ENSMUSG00000109321","320026"
"1674","ENSMUSG00000030107","24110"
"1675","ENSMUSG00000007080","18973"
"1676","ENSMUSG00000020010","26464"
"1677","ENSMUSG00000047878","239559"
"1678","ENSMUSG00000031385","140571"
"1679","ENSMUSG00000028525","18578"
"1680","ENSMUSG00000034607","69693"
"1681","ENSMUSG00000027379","12235"
"1682","ENSMUSG00000045107","67509"
"1683","ENSMUSG00000032548","24059"
"1684","ENSMUSG00000069094","18583"
"1685","ENSMUSG00000039062","16790"
"1686","ENSMUSG00000036281","227644"
"1687","ENSMUSG00000024421","16774"
"1688","ENSMUSG00000036800","70363"
"1689","ENSMUSG00000060216","216869"
"1691","ENSMUSG00000040552","12267"
"1693","ENSMUSG00000001995","244668"
"1694","ENSMUSG00000026090","72097"
"1695","ENSMUSG00000024899","23972"
"1696","ENSMUSG00000031119","14735"
"1697","ENSMUSG00000034311","16571"
"1698","ENSMUSG00000020019","57764"
"1699","ENSMUSG00000042106","68176"
"1700","ENSMUSG00000028434","54357"
"1701","ENSMUSG00000022831","15163"
"1702","ENSMUSG00000028967","74155"
"1703","ENSMUSG00000037605","319387"
"1704","ENSMUSG00000027460","11602"
"1705","ENSMUSG00000053846","16891"
"1706","ENSMUSG00000084946","111970"
"1708","ENSMUSG00000032057","235345"
"1709","ENSMUSG00000027603","207182"
"1710","ENSMUSG00000021109","15251"
"1711","ENSMUSG00000078773","623474"
"1712","ENSMUSG00000060279","11771"
"1713","ENSMUSG00000036880","52538"
"1714","ENSMUSG00000048240","14708"
"1715","ENSMUSG00000032575","74840"
"1716","ENSMUSG00000055809","436022"
"1717","ENSMUSG00000031200","17763"
"1718","ENSMUSG00000043372","71059"
"1719","ENSMUSG00000025104","29877"
"1720","ENSMUSG00000028124","14630"
"1721","ENSMUSG00000051627","50709"
"1722","ENSMUSG00000032783","78733"
"1723","ENSMUSG00000037736","77569"
"1724","ENSMUSG00000102440","93717"
"1725","ENSMUSG00000039601","53901"
"1726","ENSMUSG00000046318","320924"
"1727","ENSMUSG00000026004","68691"
"1728","ENSMUSG00000000753","20317"
"1729","ENSMUSG00000023031","109901"
"1730","ENSMUSG00000047669","73390"
"1731","ENSMUSG00000000340","13171"
"1732","ENSMUSG00000031709","71310"
"1733","ENSMUSG00000027412","64899"
"1734","ENSMUSG00000010154","234857"
"1735","ENSMUSG00000037110","241694"
"1736","ENSMUSG00000028989","654812"
"1737","ENSMUSG00000030711","20887"
"1739","ENSMUSG00000006715","57441"
"1740","ENSMUSG00000027330","12531"
"1741","ENSMUSG00000001120","59093"
"1742","ENSMUSG00000022020","66897"
"1743","ENSMUSG00000028621","230582"
"1744","ENSMUSG00000008167","68628"
"1746","ENSMUSG00000021903","78754"
"1748","ENSMUSG00000029082","12182"
"1749","ENSMUSG00000015354","76477"
"1750","ENSMUSG00000090877","15511"
"1751","ENSMUSG00000023336","67866"
"1752","ENSMUSG00000059921","22253"
"1753","ENSMUSG00000028683","108067"
"1754","ENSMUSG00000020542","214384"
"1756","ENSMUSG00000055027","12180"
"1757","ENSMUSG00000030917","233806"
"1758","ENSMUSG00000022468","19011"
"1759","ENSMUSG00000027326","76464"
"1761","ENSMUSG00000106464","414111"
"1762","ENSMUSG00000018830","17880"
"1763","ENSMUSG00000063632","20666"
"1764","ENSMUSG00000023947","18037"
"1765","ENSMUSG00000030433","381836"
"1766","ENSMUSG00000022780","30060"
"1767","ENSMUSG00000032446","13813"
"1768","ENSMUSG00000003812","13423"
"1769","ENSMUSG00000003812","100503676"
"1770","ENSMUSG00000048058","241576"
"1771","ENSMUSG00000014402","22088"
"1772","ENSMUSG00000043671","233115"
"1773","ENSMUSG00000031877","72361"
"1774","ENSMUSG00000059824","13170"
"1775","ENSMUSG00000039004","12161"
"1776","ENSMUSG00000023034","15370"
"1777","ENSMUSG00000103567","93713"
"1778","ENSMUSG00000033257","67534"
"1779","ENSMUSG00000030610","76375"
"1780","ENSMUSG00000087247","620393"
"1781","ENSMUSG00000004880","98386"
"1783","ENSMUSG00000053644","110695"
"1784","ENSMUSG00000040138","17986"
"1785","ENSMUSG00000030170","22419"
"1786","ENSMUSG00000020435","74309"
"1787","ENSMUSG00000041556","230904"
"1788","ENSMUSG00000015970","218865"
"1789","ENSMUSG00000027242","241627"
"1790","ENSMUSG00000022383","19013"
"1791","ENSMUSG00000030554","233335"
"1792","ENSMUSG00000061068","17227"
"1793","ENSMUSG00000053580","77097"
"1794","ENSMUSG00000034394","16878"
"1795","ENSMUSG00000041120","17965"
"1796","ENSMUSG00000009628","104271"
"1797","ENSMUSG00000078945","17948"
"1798","ENSMUSG00000028539","11876"
"1800","ENSMUSG00000002233","11853"
"1801","ENSMUSG00000039307","238023"
"1802","ENSMUSG00000017453","19193"
"1803","ENSMUSG00000032285","58233"
"1804","ENSMUSG00000006764","216343"
"1805","ENSMUSG00000025150","12409"
"1806","ENSMUSG00000040247","108995"
"1807","ENSMUSG00000026764","16574"
"1808","ENSMUSG00000052353","80982"
"1809","ENSMUSG00000028841","194231"
"1810","ENSMUSG00000036009","216292"
"1811","ENSMUSG00000006392","80509"
"1812","ENSMUSG00000001020","20198"
"1813","ENSMUSG00000020181","260315"
"1814","ENSMUSG00000037868","13654"
"1815","ENSMUSG00000112280","414093"
"1816","ENSMUSG00000027954","13636"
"1817","ENSMUSG00000019256","11622"
"1818","ENSMUSG00000034957","12606"
"1819","ENSMUSG00000030614","68472"
"1820","ENSMUSG00000072770","54137"
"1821","ENSMUSG00000051375","75599"
"1823","ENSMUSG00000001943","57276"
"1824","ENSMUSG00000021010","27386"
"1825","ENSMUSG00000066152","20530"
"1826","ENSMUSG00000097392","100042165"
"1827","ENSMUSG00000029685","78910"
"1828","ENSMUSG00000031734","16373"
"1829","ENSMUSG00000028847","27096"
"1830","ENSMUSG00000047330","57814"
"1831","ENSMUSG00000038695","66124"
"1832","ENSMUSG00000048644","330695"
"1834","ENSMUSG00000035208","276950"
"1836","ENSMUSG00000022322","20419"
"1837","ENSMUSG00000032207","15450"
"1838","ENSMUSG00000028701","68075"
"1839","ENSMUSG00000030469","210105"
"1840","ENSMUSG00000078349","100382"
"1841","ENSMUSG00000061665","12488"
"1842","ENSMUSG00000015942","114674"
"1844","ENSMUSG00000047638","20186"
"1845","ENSMUSG00000026683","66977"
"1847","ENSMUSG00000063975","108096"
"1848","ENSMUSG00000009145","93838"
"1849","ENSMUSG00000036718","231830"
"1851","ENSMUSG00000042873","269788"
"1852","ENSMUSG00000039372","381270"
"1854","ENSMUSG00000059336","108052"
"1855","ENSMUSG00000021701","20620"
"1856","ENSMUSG00000063972","14536"
"1857","ENSMUSG00000051517","230098"
"1859","ENSMUSG00000027750","50706"
"1860","ENSMUSG00000024339","21355"
"1861","ENSMUSG00000054708","70615"
"1862","ENSMUSG00000028772","619605"
"1863","ENSMUSG00000045876","93879"
"1864","ENSMUSG00000048445","71276"
"1866","ENSMUSG00000039217","16173"
"1867","ENSMUSG00000067058","100042335"
"1868","ENSMUSG00000018238","14566"
"1869","ENSMUSG00000029563","114142"
"1870","ENSMUSG00000032109","270151"
"1871","ENSMUSG00000092060","666938"
"1872","ENSMUSG00000075705","27361"
"1873","ENSMUSG00000039911","74646"
"1874","ENSMUSG00000003363","18807"
"1875","ENSMUSG00000005533","16001"
"1876","ENSMUSG00000000531","56149"
"1877","ENSMUSG00000025978","74013"
"1878","ENSMUSG00000059291","67025"
"1879","ENSMUSG00000059291","115489947"
"1880","ENSMUSG00000045752","56844"
"1881","ENSMUSG00000032558","74025"
"1883","ENSMUSG00000022793","56375"
"1884","ENSMUSG00000024897","319924"
"1885","ENSMUSG00000030494","52428"
"1886","ENSMUSG00000028636","106564"
"1887","ENSMUSG00000024043","268970"
"1888","ENSMUSG00000026435","212980"
"1889","ENSMUSG00000029419","381353"
"1890","ENSMUSG00000027531","55980"
"1891","ENSMUSG00000028037","99899"
"1892","ENSMUSG00000072893","74476"
"1893","ENSMUSG00000023959","224796"
"1894","ENSMUSG00000026594","78255"
"1895","ENSMUSG00000036834","269437"
"1896","ENSMUSG00000030595","18036"
"1897","ENSMUSG00000028800","433759"
"1898","ENSMUSG00000016758","12124"
"1899","ENSMUSG00000019906","108030"
"1900","ENSMUSG00000071637","12609"
"1901","ENSMUSG00000045730","11555"
"1902","ENSMUSG00000032589","12217"
"1904","ENSMUSG00000026668","68527"
"1905","ENSMUSG00000018927","20305"
"1906","ENSMUSG00000016024","16803"
"1908","ENSMUSG00000057143","319236"
"1909","ENSMUSG00000025816","57743"
"1910","ENSMUSG00000073557","329251"
"1911","ENSMUSG00000039620","319582"
"1912","ENSMUSG00000048827","244646"
"1913","ENSMUSG00000019326","11754"
"1914","ENSMUSG00000029283","12545"
"1916","ENSMUSG00000037341","236727"
"1917","ENSMUSG00000090691","100042100"
"1918","ENSMUSG00000074829","630836"
"1919","ENSMUSG00000024727","225997"
"1920","ENSMUSG00000021991","12294"
"1921","ENSMUSG00000031825","78892"
"1923","ENSMUSG00000061393","11481"
"1924","ENSMUSG00000113346","432777"
"1926","ENSMUSG00000061544","381067"
"1927","ENSMUSG00000028776","94242"
"1928","ENSMUSG00000062198","72658"
"1929","ENSMUSG00000078350","68859"
"1930","ENSMUSG00000072647","280668"
"1931","ENSMUSG00000074796","269356"
"1932","ENSMUSG00000028671","74246"
"1933","ENSMUSG00000047996","546336"
"1934","ENSMUSG00000025551","14169"
"1935","ENSMUSG00000069835","69215"
"1936","ENSMUSG00000074211","68332"
"1937","ENSMUSG00000073802","12579"
"1938","ENSMUSG00000047746","207215"
"1940","ENSMUSG00000067916","666532"
"1941","ENSMUSG00000037493","56506"
"1942","ENSMUSG00000040152","21825"
"1943","ENSMUSG00000020363","14584"
"1945","ENSMUSG00000019775","56533"
"1946","ENSMUSG00000047281","55948"
"1947","ENSMUSG00000017550","237877"
"1948","ENSMUSG00000056856","74004"
"1949","ENSMUSG00000044043","93885"
"1950","ENSMUSG00000060538","68742"
"1951","ENSMUSG00000027253","228357"
"1952","ENSMUSG00000057967","14172"
"1953","ENSMUSG00000051166","319670"
"1954","ENSMUSG00000004707","17085"
"1955","ENSMUSG00000097325","320400"
"1956","ENSMUSG00000022177","219072"
"1957","ENSMUSG00000026637","22033"
"1958","ENSMUSG00000003665","15116"
"1959","ENSMUSG00000020354","24052"
"1960","ENSMUSG00000035266","191578"
"1961","ENSMUSG00000031595","68797"
"1962","ENSMUSG00000003849","18104"
"1963","ENSMUSG00000024530","225655"
"1964","ENSMUSG00000085596","102634096"
"1965","ENSMUSG00000042800","76925"
"1966","ENSMUSG00000038276","171209"
"1967","ENSMUSG00000034818","319586"
"1968","ENSMUSG00000044022","93892"
"1969","ENSMUSG00000035093","70354"
"1970","ENSMUSG00000020658","668212"
"1971","ENSMUSG00000047146","52463"
"1972","ENSMUSG00000035504","70335"
"1973","ENSMUSG00000069227","26913"
"1974","ENSMUSG00000103037","93699"
"1975","ENSMUSG00000071494","546896"
"1976","ENSMUSG00000042099","80880"
"1977","ENSMUSG00000033781","142688"
"1979","ENSMUSG00000025147","101513"
"1980","ENSMUSG00000029304","20750"
"1981","ENSMUSG00000026589","89867"
"1982","ENSMUSG00000099707","667931"
"1983","ENSMUSG00000027663","22401"
"1984","ENSMUSG00000039958","320204"
"1985","ENSMUSG00000032815","14087"
"1986","ENSMUSG00000022206","18162"
"1987","ENSMUSG00000019102","11670"
"1988","ENSMUSG00000029335","110075"
"1989","ENSMUSG00000054808","60595"
"1991","ENSMUSG00000024534","67847"
"1994","ENSMUSG00000050621","100043813"
"1995","ENSMUSG00000030878","12585"
"1996","ENSMUSG00000075389","100042332"
"1997","ENSMUSG00000038296","233733"
"1998","ENSMUSG00000025481","76974"
"1999","ENSMUSG00000049758","258022"
"2000","ENSMUSG00000079339","667373"
"2002","ENSMUSG00000029019","18158"
"2003","ENSMUSG00000019768","13982"
"2004","ENSMUSG00000045106","211936"
"2005","ENSMUSG00000039578","232035"
"2006","ENSMUSG00000047246","319179"
"2007","ENSMUSG00000048482","12064"
"2009","ENSMUSG00000031425","18823"
"2011","ENSMUSG00000078612","242594"
"2012","ENSMUSG00000051076","242122"
"2013","ENSMUSG00000063568","231986"
"2014","ENSMUSG00000047534","217653"
"2015","ENSMUSG00000028656","12331"
"2016","ENSMUSG00000023571","67389"
"2017","ENSMUSG00000053192","56772"
"2018","ENSMUSG00000029859","13835"
"2019","ENSMUSG00000079414","100169874"
"2021","ENSMUSG00000066705","59095"
"2023","ENSMUSG00000046380","16469"
"2024","ENSMUSG00000041801","27280"
"2025","ENSMUSG00000030306","387314"
"2026","ENSMUSG00000031750","76527"
"2027","ENSMUSG00000025487","23997"
"2028","ENSMUSG00000035473","319625"
"2029","ENSMUSG00000069135","75296"
"2030","ENSMUSG00000006269","110935"
"2031","ENSMUSG00000028015","229445"
"2033","ENSMUSG00000040181","14261"
"2034","ENSMUSG00000037995","93842"
"2035","ENSMUSG00000037106","631797"
"2037","ENSMUSG00000033107","67664"
"2038","ENSMUSG00000071658","14704"
"2039","ENSMUSG00000032010","53376"
"2040","ENSMUSG00000026958","83768"
"2041","ENSMUSG00000019726","17101"
"2042","ENSMUSG00000051844","320775"
"2043","ENSMUSG00000065519","723893"
"2044","ENSMUSG00000000126","216795"
"2045","ENSMUSG00000041144","227058"
"2046","ENSMUSG00000058056","72333"
"2047","ENSMUSG00000032271","18113"
"2048","ENSMUSG00000019831","83767"
"2049","ENSMUSG00000086894","100504231"
"2051","ENSMUSG00000026205","22626"
"2052","ENSMUSG00000091971","193740"
"2053","ENSMUSG00000026447","240752"
"2054","ENSMUSG00000041540","20678"
"2055","ENSMUSG00000085042","69812"
"2056","ENSMUSG00000078580","101604"
"2057","ENSMUSG00000104346","93711"
"2058","ENSMUSG00000037474","76843"
"2059","ENSMUSG00000079056","56461"
"2062","ENSMUSG00000037664","12577"
"2063","ENSMUSG00000030493","101831"
"2065","ENSMUSG00000004473","20256"
"2066","ENSMUSG00000038227","15405"
"2067","ENSMUSG00000018387","71774"
"2068","ENSMUSG00000057440","75739"
"2069","ENSMUSG00000035024","78658"
"2070","ENSMUSG00000059547","382109"
"2071","ENSMUSG00000005917","18423"
"2072","ENSMUSG00000042608","74178"
"2073","ENSMUSG00000039637","78885"
"2074","ENSMUSG00000043439","103551"
"2076","ENSMUSG00000074024","666737"
"2077","ENSMUSG00000021057","238276"
"2078","ENSMUSG00000100782","102640900"
"2079","ENSMUSG00000007837","65116"
"2080","ENSMUSG00000112164","100503961"
"2081","ENSMUSG00000004748","67900"
"2082","ENSMUSG00000041747","105372"
"2084","ENSMUSG00000038550","229599"
"2085","ENSMUSG00000046159","12671"
"2086","ENSMUSG00000019738","69920"
"2087","ENSMUSG00000031574","20845"
"2088","ENSMUSG00000026831","69327"
"2089","ENSMUSG00000121500","236604"
"2090","ENSMUSG00000038349","227120"
"2091","ENSMUSG00000031428","66995"
"2093","ENSMUSG00000034910","72135"
"2094","ENSMUSG00000081406","105244208"
"2095","ENSMUSG00000079852","16635"
"2096","ENSMUSG00000079852","93970"
"2098","ENSMUSG00000041313","11987"
"2101","ENSMUSG00000032113","12649"
"2102","ENSMUSG00000002831","57435"
"2103","ENSMUSG00000067219","70701"
"2104","ENSMUSG00000043857","268510"
"2105","ENSMUSG00000046688","211550"
"2106","ENSMUSG00000086308","108168785"
"2107","ENSMUSG00000031828","234796"
"2108","ENSMUSG00000002847","85031"
"2109","ENSMUSG00000040253","229900"
"2110","ENSMUSG00000097080","73516"
"2111","ENSMUSG00000044674","14362"
"2112","ENSMUSG00000112532","102640148"
"2114","ENSMUSG00000002104","19400"
"2115","ENSMUSG00000024998","74055"
"2116","ENSMUSG00000060519","30935"
"2117","ENSMUSG00000053158","14159"
"2118","ENSMUSG00000064181","216363"
"2119","ENSMUSG00000037461","77065"
"2120","ENSMUSG00000039886","215210"
"2121","ENSMUSG00000033590","208943"
"2122","ENSMUSG00000037681","272636"
"2123","ENSMUSG00000037887","18218"
"2125","ENSMUSG00000026904","94229"
"2126","ENSMUSG00000025588","17960"
"2128","ENSMUSG00000026580","20344"
"2129","ENSMUSG00000090272","100040462"
"2130","ENSMUSG00000048373","14181"
"2131","ENSMUSG00000064023","259277"
"2132","ENSMUSG00000048216","64450"
"2133","ENSMUSG00000020334","30805"
"2136","ENSMUSG00000063594","14709"
"2137","ENSMUSG00000031758","75796"
"2140","ENSMUSG00000031098","55925"
"2141","ENSMUSG00000025478","26757"
"2142","ENSMUSG00000075590","223649"
"2143","ENSMUSG00000042766","360213"
"2145","ENSMUSG00000039200","75329"
"2146","ENSMUSG00000074622","16658"
"2147","ENSMUSG00000055200","170742"
"2148","ENSMUSG00000039084","12643"
"2149","ENSMUSG00000058952","12630"
"2151","ENSMUSG00000033595","213469"
"2152","ENSMUSG00000040701","11766"
"2153","ENSMUSG00000017861","17865"
"2154","ENSMUSG00000006586","12395"
"2155","ENSMUSG00000027560","76829"
"2156","ENSMUSG00000020609","238055"
"2157","ENSMUSG00000047649","70333"
"2158","ENSMUSG00000006154","67425"
"2159","ENSMUSG00000047033","93886"
"2160","ENSMUSG00000121135","15365"
"2162","ENSMUSG00000030670","244209"
"2164","ENSMUSG00000070469","269959"
"2165","ENSMUSG00000097267","74303"
"2166","ENSMUSG00000034825","78593"
"2167","ENSMUSG00000020062","216225"
"2168","ENSMUSG00000028445","69638"
"2169","ENSMUSG00000032718","67729"
"2170","ENSMUSG00000099759","69513"
"2171","ENSMUSG00000061787","20068"
"2172","ENSMUSG00000034040","212996"
"2173","ENSMUSG00000021798","24131"
"2175","ENSMUSG00000031214","94190"
"2176","ENSMUSG00000060981","69386"
"2177","ENSMUSG00000005465","50931"
"2179","ENSMUSG00000003411","69908"
"2181","ENSMUSG00000016356","73368"
"2183","ENSMUSG00000098488","211429"
"2184","ENSMUSG00000042462","66422"
"2185","ENSMUSG00000035293","217558"
"2186","ENSMUSG00000100281","73774"
"2188","ENSMUSG00000100826","16353"
"2190","ENSMUSG00000036242","67419"
"2191","ENSMUSG00000021662","110596"
"2192","ENSMUSG00000110391","639527"
"2193","ENSMUSG00000043924","230822"
"2194","ENSMUSG00000034059","241525"
"2195","ENSMUSG00000024338","16913"
"2196","ENSMUSG00000035878","235386"
"2197","ENSMUSG00000031860","80720"
"2198","ENSMUSG00000000942","15401"
"2199","ENSMUSG00000030922","73919"
"2200","ENSMUSG00000048582","14611"
"2201","ENSMUSG00000020875","15417"
"2202","ENSMUSG00000028647","56309"
"2204","ENSMUSG00000070527","22652"
"2205","ENSMUSG00000030868","59288"
"2207","ENSMUSG00000085936","72518"
"2208","ENSMUSG00000031169","53627"
"2209","ENSMUSG00000017499","23834"
"2211","ENSMUSG00000089774","53881"
"2212","ENSMUSG00000074240","234421"
"2213","ENSMUSG00000044881","68185"
"2215","ENSMUSG00000038894","384783"
"2216","ENSMUSG00000022686","108105"
"2217","ENSMUSG00000056268","329260"
"2218","ENSMUSG00000024292","64385"
"2219","ENSMUSG00000035189","320091"
"2220","ENSMUSG00000049511","15551"
"2221","ENSMUSG00000090136","108167643"
"2222","ENSMUSG00000060924","94109"
"2223","ENSMUSG00000020044","21859"
"2224","ENSMUSG00000014361","17289"
"2225","ENSMUSG00000071604","381217"
"2226","ENSMUSG00000025735","214951"
"2228","ENSMUSG00000055692","224019"
"2230","ENSMUSG00000091119","100039139"
"2231","ENSMUSG00000042200","66338"
"2233","ENSMUSG00000021209","74521"
"2234","ENSMUSG00000104063","93704"
"2235","ENSMUSG00000026885","74410"
"2236","ENSMUSG00000047363","78617"
"2237","ENSMUSG00000028348","68016"
"2238","ENSMUSG00000042549","24082"
"2239","ENSMUSG00000040213","229905"
"2240","ENSMUSG00000054520","24055"
"2241","ENSMUSG00000044447","68813"
"2243","ENSMUSG00000024164","12266"
"2244","ENSMUSG00000052504","13837"
"2245","ENSMUSG00000106139","102632621"
"2246","ENSMUSG00000037563","20055"
"2247","ENSMUSG00000057594","70317"
"2248","ENSMUSG00000043015","227094"
"2249","ENSMUSG00000037434","22782"
"2250","ENSMUSG00000029334","19092"
"2251","ENSMUSG00000047428","106565"
"2252","ENSMUSG00000039349","226777"
"2255","ENSMUSG00000024085","17158"
"2256","ENSMUSG00000038485","192157"
"2257","ENSMUSG00000062382","434624"
"2259","ENSMUSG00000028811","107271"
"2260","ENSMUSG00000050541","11548"
"2262","ENSMUSG00000046761","105732"
"2264","ENSMUSG00000027534","74718"
"2265","ENSMUSG00000094936","19653"
"2266","ENSMUSG00000073555","240327"
"2267","ENSMUSG00000057337","53374"
"2269","ENSMUSG00000048040","76976"
"2270","ENSMUSG00000040594","66011"
"2271","ENSMUSG00000039396","234258"
"2272","ENSMUSG00000025089","14585"
"2273","ENSMUSG00000042246","209760"
"2274","ENSMUSG00000020857","18103"
"2275","ENSMUSG00000014786","277973"
